ADOM,Device,Hostname,Serial,Version,R01,R02,R03,R04,R05,R06,R07,R08,R09,R10,R11,R12,R13
DOM_ATACAREJO,cl-fw-smi-DOM-105-SJMeriti,cl-fw-smi-DOM-105-SJMeriti,FGT40FTK2209HHR3,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
DOM_ATACAREJO,cl-fw-ars-DOM-112-Angra2,cl-fw-ars-DOM-112-Angra2,FGT40FTK21001647,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
DOM_ATACAREJO,cl-fw-rjo-DOM-113-SaoPedro,cl-fw-rjo-DOM-113-SaoPedro,FGT40FTK21052462,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
DOM_ATACAREJO,cl-fw-ama-DOM-111-Araruama,cl-fw-ama-DOM-111-Araruama,FGT40FTK21050882,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
DOM_ATACAREJO,cl-fw-nri-DOM-107-Niteroi,cl-fw-nri-DOM-107-Niteroi,FGT40FTK2209HJ3K,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
DOM_ATACAREJO,cl-fw-rjo-DOM-106-Inhauma,cl-fw-rjo-DOM-106-Inhauma,FGT40FTK2209HHJ7,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
DOM_ATACAREJO,cl-fw-rsd-DOM-116-Resende,cl-fw-rsd-DOM-116-Resende,FGT40FTK2209HH50,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
DOM_ATACAREJO,cl-fw-ars-DOM-104-Angra1,cl-fw-ars-DOM-104-Angra1,FGT40FTK2209HHJG,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
DOM_ATACAREJO,cl-fw-mrc-DOM-118-Marica,cl-fw-mrc-DOM-118-Marica,FGT40FTK23090153,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
DOM_ATACAREJO,cl-fw-cht-DOM-119-Ceasa,cl-fw-cht-DOM-119-Ceasa,FGT40FTK2209HJ7Z,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
DOM_ATACAREJO,cl-fw-rjo-DOM-RioCentro-MTZ,cl-fw-rjo-DOM-RioCentro-MTZ,FG100FTK23024786,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
DOM_ATACAREJO,cl-fw-rjo-DOM-124-mesquita,cl-fw-rjo-DOM-124-mesquita,FGT40FTK23092498,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
DOM_ATACAREJO,cl-fw-bero-DOM-123-Belford_Roxo,cl-fw-bero-DOM-123-Belford_Roxo,FGT40FTK2109C2Z5,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
DOM_ATACAREJO,cl-fw-sgo-DOM-127-Sao_Goncalo,cl-fw-sgo-DOM-127-Sao_Goncalo,FGT40FTK22067878,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
DOM_ATACAREJO,cl-fw-bng-DOM-126-Bangu,cl-fw-bng-DOM-126-Bangu,FGT60ETK20001571,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
DOM_ATACAREJO,cl-fw-rjo-DOM-129-Iguacu,cl-fw-rjo-DOM-129-Iguacu,FGT40FTK2109A2H7,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
DOM_ATACAREJO,cl-fw-arbu-DOM-131-Buzios,cl-fw-arbu-DOM-131-Buzios,FGT40FTK2409BXV1,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
DOM_ATACAREJO,cl-fw-pts-DOM-130-Petropolis,cl-fw-pts-DOM-130-Petropolis,FGT40FTK2409BYMV,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-iua-MartMinas-214,cl-fw-iua-MartMinas-214,FGT40FTK21050985,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-afn-MartMinas-215,cl-fw-afn-MartMinas-215,FGT40FTK21099EXZ,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-arpo-MartMinas-218,cl-fw-arpo-MartMinas-218,FGT40FTK21099FGW,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-ari-MartMinas-221,cl-fw-ari-MartMinas-221,FGT40FTK21099CCX,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-bet-MartMinas-262,cl-fw-bet-MartMinas-262,FGT40FTK21054135,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-bdp-MartMinas-247,cl-fw-bdp-MartMinas-247,FGT40FTK21021448,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-cem-MartMinas-202,cl-fw-cem-MartMinas-202,FGT40FTK21099A23,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-bca-MartMinas-230,cl-fw-bca-MartMinas-230,FGT40FTK21003020,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-cng-MartMinas-257,cl-fw-cng-MartMinas-257,FGT40FTK21099CEQ,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-cem-MartMinas-235,cl-fw-cem-MartMinas-235,FGT40FTK21052000,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-axa-MartMinas-228,cl-fw-axa-MartMinas-228,FGT40FTK21002621,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-cem-MartMinas-211,cl-fw-cem-MartMinas-211,FGT40FTK21050504,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-tot-MartMinas-233,cl-fw-tot-MartMinas-233,FGT40FTK21099AJP,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-mcl-MartMinas-259,cl-fw-mcl-MartMinas-259,FGT40FTK21047070,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-ula-MartMinas-222,cl-fw-ula-MartMinas-222,FGT40FTK21099EB8,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-exm-MartMinas-264,cl-fw-exm-MartMinas-264,FGT40FTK21007895,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-jfa-MartMinas-206,cl-fw-jfa-MartMinas-206,FGT40FTK21099AFM,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-lav-MartMinas-229,cl-fw-lav-MartMinas-229,FGT40FTK21099AQE,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-dvl-MartMinas-237,cl-fw-dvl-MartMinas-237,FGT40FTK21009098,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-uba-MartMinas-220,cl-fw-uba-MartMinas-220,FGT40FTK21050618,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-jfa-MartMinas-253,cl-fw-jfa-MartMinas-253,FGT40FTK21099FU9,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-pcs-MartMinas-242,cl-fw-pcs-MartMinas-242,FGT40FTK21020828,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-pms-MartMinas-213,cl-fw-pms-MartMinas-213,FGT40FTK21099E1L,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-vga-MartMinas-236,cl-fw-vga-MartMinas-236,FGT40FTK21099E88,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-mcl-MartMinas-260,cl-fw-mcl-MartMinas-260,FGT40FTK21009570,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-iba-MartMinas-239,cl-fw-iba-MartMinas-239,FGT40FTK21099AHS,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-prs-MartMinas-226,cl-fw-prs-MartMinas-226,FGT40FTK21050901,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-uni-MartMinas-240,cl-fw-uni-MartMinas-240,FGT40FTK21008735,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-ptc-MartMinas-225,cl-fw-ptc-MartMinas-225,FGT40FTK21048262,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-ptu-MartMinas-224,cl-fw-ptu-MartMinas-224,FGT40FTK21056118,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-gvs-MartMinas-205,cl-fw-gvs-MartMinas-205,FGT40FTK21054201,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-ula-MartMinas-238,cl-fw-ula-MartMinas-238,FGT40FTK21008375,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-spo-MartMinas-escritorio,cl-fw-spo-MartMinas-escritorio,FGT40FTK21049173,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-psa-MartMinas-216,cl-fw-psa-MartMinas-216,FGT40FTK21099FY5,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-sta-MartMinas-209,cl-fw-sta-MartMinas-209,FGT40FTK210999Y2,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-ula-MartMinas-210,cl-fw-ula-MartMinas-210,FGT40FTK21020818,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-tcs-MartMinas-227,cl-fw-tcs-MartMinas-227,FGT40FTK21099A4A,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-dvl-MartMinas-201,cl-fw-dvl-MartMinas-201,FGT40FTK23091485,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-cpo-MartMinas-248,cl-fw-cpo-MartMinas-248,FGT40FTK21020839,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-pms-MartMinas-245,cl-fw-pms-MartMinas-245,FGT40FTK21049973,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-ian-MartMinas-232,cl-fw-ian-MartMinas-232,FGT40FTK21051182,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-ula-MartMinas-246,cl-fw-ula-MartMinas-246,FGT40FTK21024569,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-ura-MartMinas-223,cl-fw-ura-MartMinas-223,FGT40FTK21099EA5,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-moo-MartMinas-249,cl-fw-moo-MartMinas-249,FGT40FTK21099A4H,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-mcl-MartMinas-219,cl-fw-mcl-MartMinas-219,FGT40FTK21052149,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-ura-MartMinas-265,cl-fw-ura-MartMinas-265,FGT40FTK21099D40,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-ura-MartMinas-207,cl-fw-ura-MartMinas-207,FGT40FTK21022701,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-cnl-MartMinas-234,cl-fw-cnl-MartMinas-234,FGT40FTK21099AHT,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-cuv-MartMinas-267,cl-fw-cuv-MartMinas-267,FGT40FTK21099BBN,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-tsp-MartMinas-258,cl-fw-tsp-MartMinas-258,FGT40FTK21099FFT,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-pso-MartMinas-231,cl-fw-pso-MartMinas-231,FGT40FTK21099A0C,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-jua-MartMinas-250,cl-fw-jua-MartMinas-250,FGT40FTK210999UC,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-vpn-MartMinas-261,cl-fw-vpn-MartMinas-261,FGT40FTK21099FC8,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-soe-MartMinas-241,cl-fw-soe-MartMinas-241,FGT40FTK21008361,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-nla-MartMinas-252,cl-fw-nla-MartMinas-252,FGT40FTK21099A39,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-jml-MartMinas-244,cl-fw-jml-MartMinas-244,FGT40FTK21025358,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-slu-MartMinas-204,cl-fw-slu-MartMinas-204,FGT40FTK21099A5X,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-ldp-MartMinas-255,cl-fw-ldp-MartMinas-255,FGT40FTK21099AAZ,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-snps-MartMinas-217,cl-fw-snps-MartMinas-217,FGT40FTK21099ADF,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-bhe-MartMinas-263,cl-fw-bhe-MartMinas-263,FGT40FTK21099ASK,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-bhe-MartMinas-251,cl-fw-bhe-MartMinas-251,FGT40FTK21046551,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-cga-MartMinas-256,cl-fw-cga-MartMinas-256,FGT40FTK21099AXB,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-jpi-MartMinas-254,cl-fw-jpi-MartMinas-254,FGT40FTK21099037,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-bet-MartMinas-271,cl-fw-bet-MartMinas-271,FGT40FTK21046753,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-oci-martminas-dr,cl-fw-oci-martminas-dr,FGVM4VTM24000943,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
MART_MINAS,cl-fw-bhe-martminas-escr-a,cl-fw-bhe-martminas-escr-a,FG4H0FT923907078,7.0,AUSENTE,AUSENTE,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,OK,AUSENTE,AUSENTE,AUSENTE,AUSENTE,AUSENTE
